,location,total_sqft,bath,price,BHK
4650,Marathahalli,3400.0,4.0,235.0,4
4651,Marathahalli,1350.0,2.0,99.0,2
4653,Marathahalli,1285.0,2.0,55.0,2
4654,Marathahalli,2500.0,5.0,181.0,4
4655,Marathahalli,3800.0,4.0,235.0,4
4656,Marathahalli,3951.0,4.0,230.0,4
4657,Marathahalli,1125.0,2.0,54.8,2
4658,Marathahalli,1700.0,3.0,126.0,3
4660,Marathahalli,1270.0,2.0,73.0,2
4662,Marathahalli,950.0,2.0,46.7,2
4663,Marathahalli,1550.0,3.0,85.0,3
4664,Marathahalli,1144.0,2.0,65.0,2
4665,Marathahalli,1240.0,2.0,55.0,2
4666,Marathahalli,1100.0,2.0,75.0,1
4667,Marathahalli,1156.0,2.0,52.0,2
4668,Marathahalli,2524.0,5.0,180.0,4
4669,Marathahalli,1135.0,2.0,60.0,2
4670,Marathahalli,1839.0,3.0,130.0,3
4671,Marathahalli,1170.0,2.0,85.0,2
4672,Marathahalli,1108.0,2.0,60.0,3
4673,Marathahalli,1449.0,3.0,110.0,3
4674,Marathahalli,1360.0,2.0,101.0,2
4675,Marathahalli,1026.0,2.0,50.18,2
4678,Marathahalli,1270.0,2.0,80.0,2
4679,Marathahalli,1100.0,2.0,50.0,2
4680,Marathahalli,1196.0,2.0,57.95,2
4681,Marathahalli,1485.0,2.0,90.0,3
4682,Marathahalli,1146.0,2.0,69.0,2
4683,Margondanahalli,1090.0,2.0,58.0,2
4684,Margondanahalli,1200.0,2.0,58.5,2
4685,Margondanahalli,1200.0,2.0,67.0,2
4687,Margondanahalli,1000.0,2.0,57.0,2
4689,Margondanahalli,600.0,2.0,35.0,2
4690,Margondanahalli,1200.0,2.0,69.0,2
4691,Margondanahalli,900.0,2.0,49.0,2
4692,Margondanahalli,1140.0,2.0,60.0,2
4693,Margondanahalli,1100.0,2.0,55.0,2
4694,Margondanahalli,1152.0,1.0,66.0,2
4696,Margondanahalli,1200.0,2.0,65.0,2
4697,Margondanahalli,1050.0,2.0,58.0,2
4698,Margondanahalli,1160.0,2.0,65.0,2
4699,Margondanahalli,1334.0,2.0,67.76,2
4700,Mico Layout,5000.0,9.0,210.0,9
4701,Mico Layout,1550.0,2.0,65.0,3
4702,Mico Layout,1125.0,2.0,40.0,2
4703,Mico Layout,1190.0,2.0,39.25,2
4704,Mico Layout,800.0,1.0,29.5,1
4705,Mico Layout,1250.0,2.0,44.0,3
4706,Mico Layout,1171.0,2.0,39.0,2
4707,Mico Layout,1200.0,2.0,53.5,2
4708,Mico Layout,1670.0,3.0,59.0,3
4709,Mico Layout,1140.0,2.0,43.0,2
4710,Munnekollal,1170.0,2.0,52.0,2
4711,Munnekollal,1102.0,2.0,53.67,2
4712,Munnekollal,1390.0,3.0,68.0,3
4713,Munnekollal,1200.0,2.0,49.5,2
4714,Munnekollal,950.0,2.0,46.5,2
4715,Munnekollal,1560.0,3.0,75.0,3
4716,Munnekollal,1750.0,3.0,86.5,3
4717,Munnekollal,1385.0,2.0,66.5,3
4718,Munnekollal,1080.0,2.0,45.0,2
4719,Munnekollal,1170.0,2.0,59.0,2
4721,Munnekollal,1200.0,2.0,57.9,3
4722,Munnekollal,1030.0,2.0,50.36,2
4723,Murugeshpalya,1296.0,2.0,81.0,2
4724,Murugeshpalya,1550.0,3.0,74.0,3
4725,Murugeshpalya,1845.0,3.0,91.0,3
4726,Murugeshpalya,1185.0,2.0,85.0,2
4727,Murugeshpalya,1225.0,2.0,48.0,2
4728,Murugeshpalya,1930.0,3.0,75.0,3
4729,Murugeshpalya,1600.0,2.0,65.0,3
4730,Murugeshpalya,1344.0,2.0,56.0,3
4731,Murugeshpalya,1500.0,2.0,70.0,3
4732,Murugeshpalya,1855.0,3.0,96.0,3
4733,Murugeshpalya,1175.0,2.0,75.0,2
4734,Mysore Road,1175.0,2.0,73.5,2
4735,Mysore Road,1710.0,4.0,91.31,3
4736,Mysore Road,1020.0,2.0,48.95,2
4737,Mysore Road,1070.0,2.0,45.0,2
4738,Mysore Road,1239.0,2.0,53.0,2
4739,Mysore Road,1060.0,2.0,62.0,2
4740,Mysore Road,980.0,2.0,45.47,2
4741,Mysore Road,883.0,2.0,40.0,2
4742,Mysore Road,1525.0,3.0,96.0,3
4743,Mysore Road,1200.0,2.0,65.0,2
4746,Mysore Road,883.0,2.0,40.95,2
4747,Mysore Road,1070.0,2.0,49.65,2
4749,Mysore Road,883.0,2.0,50.0,2
4750,Mysore Road,1155.0,2.0,51.0,2
4751,Mysore Road,1003.0,2.0,43.0,2
4752,Mysore Road,1237.0,2.0,73.0,2
4753,Mysore Road,883.0,2.0,45.0,2
4754,Mysore Road,1170.0,2.0,65.0,2
4755,Mysore Road,1029.5,2.0,50.855,2
4756,Mysore Road,940.0,2.0,43.61,2
4758,Mysore Road,1568.0,2.0,100.0,3
4760,Mysore Road,1560.0,2.0,83.3,3
4761,Mysore Road,1175.0,2.0,70.5,2
4762,Mysore Road,1080.0,2.0,60.0,3
4764,Mysore Road,883.0,2.0,37.0,2
4766,NGR Layout,1020.0,2.0,45.9,2
4767,NGR Layout,1105.0,2.0,49.73,2
4768,NGR Layout,1022.0,2.0,45.9,2
4769,NGR Layout,1020.0,2.0,45.0,2
4770,NGR Layout,1019.0,2.0,45.9,2
4771,NGR Layout,1020.0,2.0,46.0,2
4772,NGR Layout,1021.0,2.0,46.0,2
4773,NGR Layout,1021.0,2.0,45.9,2
4774,NRI Layout,1565.0,2.0,75.0,3
4775,NRI Layout,2500.0,5.0,130.0,5
4776,NRI Layout,1125.0,2.0,45.56,2
4777,NRI Layout,2150.0,4.0,115.0,4
4778,NRI Layout,1250.0,2.0,75.0,2
4779,NRI Layout,1789.0,3.0,75.0,3
4780,NRI Layout,1731.0,3.0,64.11,3
4781,NRI Layout,2400.0,2.0,125.0,2
4782,NRI Layout,2700.0,5.0,95.75,4
4783,Nagarbhavi,1630.0,2.0,98.0,3
4784,Nagarbhavi,1350.0,3.0,150.0,3
4785,Nagarbhavi,1200.0,2.0,150.0,2
4787,Nagarbhavi,2400.0,3.0,160.0,3
4788,Nagarbhavi,884.0,2.0,36.0,1
4789,Nagarbhavi,1055.0,2.0,55.0,2
4791,Nagarbhavi,1223.0,2.0,60.0,2
4792,Nagarbhavi,956.0,2.0,49.0,2
4794,Nagarbhavi,1400.0,2.0,85.0,3
4796,Nagarbhavi,1145.0,2.0,40.0,2
4797,Nagarbhavi,300.0,1.0,20.0,1
4798,Nagarbhavi,1250.0,3.0,175.0,4
4799,Nagarbhavi,710.0,2.0,40.0,1
4801,Nagarbhavi,1212.0,2.0,50.0,2
4802,Nagarbhavi,1020.0,2.0,55.0,2
4804,Nagarbhavi,1120.0,2.0,53.0,2
4806,Nagarbhavi,1146.0,2.0,50.0,2
4808,Nagarbhavi,1190.0,2.0,63.0,2
4810,Nagarbhavi,1050.0,2.0,80.0,2
4811,Nagarbhavi,2500.0,3.0,180.0,5
4813,Nagarbhavi,1250.0,3.0,170.0,2
4815,Nagarbhavi,1400.0,2.0,135.0,3
4817,Nagarbhavi,1100.0,2.0,46.2,2
4818,Nagarbhavi,1080.0,2.0,49.0,2
4819,Nagarbhavi,1800.0,3.0,180.0,4
4820,Nagarbhavi,1225.0,2.0,58.0,2
4821,Nagasandra,980.0,2.0,48.0,2
4822,Nagasandra,2400.0,4.0,145.0,4
4823,Nagasandra,7000.0,8.0,450.0,4
4824,Nagasandra,1650.0,3.0,95.0,3
4825,Nagasandra,1500.0,2.0,91.0,2
4826,Nagavara,400.0,1.0,14.0,1
4827,Nagavara,2172.65,3.0,120.0,4
4829,Nagavara,2319.0,3.0,180.0,3
4830,Nagavara,2430.0,4.0,180.0,3
4831,Nagavara,936.0,2.0,40.2,2
4832,Nagavara,1125.0,2.0,44.5,2
4833,Nagavara,1315.0,2.0,70.0,2
4834,Nagavara,1077.0,2.0,50.0,2
4835,Nagavara,2496.0,4.0,125.0,4
4836,Nagavara,1110.0,2.0,44.95,2
4837,Nagavara,1247.0,2.0,58.56,2
4838,Nagavarapalya,1392.0,2.0,99.0,2
4839,Nagavarapalya,705.0,1.0,52.5,1
4840,Nagavarapalya,1300.0,3.0,80.0,3
4841,Nagavarapalya,705.0,1.0,57.0,1
4842,Nagavarapalya,705.0,1.0,55.0,1
4843,Nagavarapalya,1335.0,2.0,110.0,2
4844,Nagavarapalya,1134.0,2.0,55.0,2
4845,Nagavarapalya,1260.0,2.0,85.5,2
4846,Neeladri Nagar,1053.0,2.0,45.0,2
4847,Neeladri Nagar,1363.0,2.0,68.0,2
4848,Neeladri Nagar,2556.0,3.0,133.0,3
4849,Neeladri Nagar,674.0,1.0,21.0,1
4850,Neeladri Nagar,527.0,1.0,26.0,1
4851,Neeladri Nagar,1167.0,2.0,38.0,3
4852,Neeladri Nagar,1060.0,2.0,35.0,2
4853,Neeladri Nagar,640.0,1.0,20.5,1
4854,Neeladri Nagar,4000.0,12.0,160.0,10
4855,Neeladri Nagar,1105.0,2.0,30.0,2
4856,Neeladri Nagar,1100.0,2.0,30.0,2
4857,Neeladri Nagar,2111.0,3.0,103.0,3
4858,Nehru Nagar,1775.0,3.0,110.0,3
4859,Nehru Nagar,2363.0,5.0,120.0,4
4860,Nehru Nagar,2342.0,3.0,115.0,4
4861,Nehru Nagar,967.0,2.0,41.1,2
4862,Nehru Nagar,1374.0,3.0,72.0,3
4863,Nehru Nagar,1674.0,3.0,90.0,3
4864,Nehru Nagar,1269.0,2.0,63.0,3
4865,Nehru Nagar,1100.0,2.0,50.0,2
4866,Nehru Nagar,1674.0,3.0,81.0,3
4867,OMBR Layout,2420.0,3.0,185.0,3
4868,OMBR Layout,1078.0,2.0,65.0,2
4869,OMBR Layout,1101.0,2.0,65.5,2
4870,OMBR Layout,1041.0,2.0,65.5,2
4871,OMBR Layout,1300.0,2.0,80.0,2
4872,OMBR Layout,2400.0,5.0,275.0,5
4873,OMBR Layout,1085.0,2.0,64.0,2
4874,OMBR Layout,1855.0,3.0,145.0,3
4875,OMBR Layout,1050.0,2.0,48.0,2
4877,OMBR Layout,1165.0,2.0,88.5,2
4878,OMBR Layout,1101.0,2.0,66.0,2
4879,OMBR Layout,3400.0,4.0,275.0,4
4881,Old Airport Road,2732.0,4.0,204.0,4
4883,Old Airport Road,3356.0,4.0,251.0,4
4884,Old Airport Road,1206.0,2.0,75.0,2
4885,Old Airport Road,2774.0,4.0,207.0,4
4886,Old Airport Road,2690.0,4.0,191.0,4
4887,Old Airport Road,2690.0,4.0,199.0,4
4888,Old Airport Road,1655.0,2.0,97.65,2
4889,Old Airport Road,1075.0,2.0,60.0,2
4890,Old Airport Road,1858.0,2.0,167.0,3
4891,Old Airport Road,1150.0,2.0,90.0,2
4892,Old Airport Road,2658.0,5.0,187.0,4
4893,Old Airport Road,946.0,2.0,58.0,2
4894,Old Airport Road,2774.0,4.0,208.0,4
4895,Old Airport Road,3200.0,4.0,280.0,4
4896,Old Airport Road,2690.0,4.0,201.0,4
4897,Old Airport Road,1050.0,2.0,50.0,2
4898,Old Airport Road,1145.0,2.0,75.0,2
4899,Old Airport Road,2732.0,4.0,194.0,4
4900,Old Airport Road,2658.0,5.0,189.0,4
4901,Old Airport Road,2774.0,4.0,197.0,4
4902,Old Airport Road,2392.0,3.0,249.0,3
4903,Old Airport Road,3496.0,4.0,262.0,4
4904,Old Airport Road,1798.0,3.0,150.0,3
4905,Old Airport Road,1184.0,2.0,78.0,2
4906,Old Airport Road,3504.0,4.0,262.0,4
4907,Old Airport Road,1055.0,2.0,75.0,2
4908,Old Madras Road,1425.0,2.0,94.0,3
4909,Old Madras Road,3715.0,6.0,224.5,4
4912,Old Madras Road,935.0,2.0,45.0,2
4914,Old Madras Road,1720.0,3.0,100.0,3
4915,Old Madras Road,1200.0,2.0,72.0,2
4916,Old Madras Road,1225.0,2.0,53.55,2
4917,Old Madras Road,1100.0,2.0,70.0,2
4918,Old Madras Road,2760.0,5.0,157.0,3
4919,Old Madras Road,1171.0,2.0,75.0,2
4920,Old Madras Road,4500.0,7.0,294.0,5
4922,Old Madras Road,1065.0,2.0,47.86,2
4923,Old Madras Road,2010.0,3.0,125.0,4
4925,Old Madras Road,1480.0,2.0,84.0,3
4926,Old Madras Road,2990.0,5.0,210.0,3
4927,Old Madras Road,1210.0,2.0,74.0,2
4928,Old Madras Road,1171.0,2.0,72.0,2
4930,Old Madras Road,1480.0,3.0,95.0,3
4932,Old Madras Road,1210.0,2.0,80.0,2
4933,Old Madras Road,1859.0,3.0,121.0,3
4934,Old Madras Road,2990.0,5.0,173.0,3
4937,Old Madras Road,2300.0,3.0,142.0,3
4939,Old Madras Road,1210.0,2.0,77.0,2
4940,Old Madras Road,5020.0,7.0,287.0,5
4942,Old Madras Road,1330.0,2.0,74.0,2
4943,Old Madras Road,1720.0,3.0,106.0,3
4944,Old Madras Road,2640.0,5.0,150.0,3
4945,Old Madras Road,2990.0,3.0,170.0,3
4947,Old Madras Road,1171.0,2.0,73.0,2
4948,Old Madras Road,1630.0,3.0,110.0,3
4949,Old Madras Road,1165.0,2.0,52.0,2
4950,Old Madras Road,2640.0,2.0,170.0,2
4951,Old Madras Road,1165.0,2.0,51.42,2
4952,Padmanabhanagar,1020.0,2.0,63.0,2
4953,Padmanabhanagar,1176.0,2.0,62.0,2
4954,Padmanabhanagar,1258.0,2.0,115.0,2
4956,Padmanabhanagar,1100.0,2.0,65.0,2
4957,Padmanabhanagar,3400.0,3.0,210.0,4
4961,Padmanabhanagar,4500.0,4.0,360.0,3
4962,Padmanabhanagar,1200.0,2.0,60.0,2
4964,Padmanabhanagar,1000.0,1.0,90.0,2
4965,Padmanabhanagar,1067.0,2.0,52.0,2
4969,Padmanabhanagar,1100.0,2.0,60.0,2
4970,Padmanabhanagar,2051.0,3.0,180.0,3
4971,Padmanabhanagar,2051.0,3.0,170.0,3
4972,Pai Layout,1006.0,2.0,35.0,2
4973,Pai Layout,1550.0,2.0,90.0,3
4974,Pai Layout,1050.0,2.0,40.0,2
4975,Pai Layout,1400.0,2.0,67.0,3
4976,Pai Layout,1100.0,2.0,50.0,2
4977,Pai Layout,1255.0,2.0,80.0,2
4978,Pai Layout,1075.0,2.0,35.0,2
4979,Pai Layout,1400.0,2.0,57.5,2
4980,Pai Layout,1175.0,2.0,60.0,2
4981,Pai Layout,810.0,2.0,34.5,2
4982,Pai Layout,1000.0,2.0,34.0,2
4983,Pai Layout,1000.0,2.0,42.0,2
4984,Pai Layout,3800.0,6.0,175.0,6
4985,Pai Layout,1068.0,2.0,48.0,2
4986,Pai Layout,1510.0,2.0,65.0,3
4989,Panathur,1359.0,2.0,87.0,2
4990,Panathur,1438.0,2.0,100.0,2
4992,Panathur,1198.0,2.0,77.0,2
4993,Panathur,1180.0,2.0,70.0,2
4994,Panathur,1546.0,3.0,99.0,3
4996,Panathur,1000.0,2.0,65.3,2
4997,Panathur,1109.0,2.0,63.0,2
4998,Panathur,1000.0,2.0,68.0,2
4999,Panathur,1255.0,2.0,79.0,2
5000,Panathur,1205.0,2.0,62.9,2
5001,Panathur,1198.0,2.0,82.0,2
5002,Panathur,1235.0,2.0,65.0,2
5003,Panathur,1210.0,2.0,80.0,2
5004,Panathur,1210.0,2.0,77.0,2
5005,Panathur,661.0,1.0,40.0,1
5006,Panathur,1210.0,2.0,78.0,2
5008,Panathur,1050.0,2.0,60.0,2
5009,Panathur,1398.0,2.0,97.0,2
5010,Panathur,1065.0,2.0,58.0,2
5011,Panathur,1007.0,2.0,64.0,2
5012,Panathur,1210.0,2.0,77.93,2
5013,Panathur,1230.0,2.0,80.0,2
5014,Panathur,980.0,2.0,57.0,2
5015,Panathur,1075.0,2.0,60.0,2
5016,Panathur,1210.0,2.0,69.0,2
5017,Panathur,1343.0,2.0,76.0,2
5018,Prithvi Layout,2028.0,4.0,162.0,4
5019,Prithvi Layout,1352.0,2.0,87.5,2
5020,Prithvi Layout,1190.0,2.0,68.0,2
5021,Prithvi Layout,1352.0,2.0,85.0,2
5022,Prithvi Layout,1352.0,2.0,75.0,2
5023,Prithvi Layout,2273.0,4.0,220.0,3
5024,Prithvi Layout,1352.0,3.0,93.0,2
5025,Prithvi Layout,2273.0,4.0,192.0,3
5026,Prithvi Layout,1352.0,2.0,72.0,2
5029,R.T. Nagar,1200.0,2.0,120.0,2
5031,R.T. Nagar,1040.0,2.0,46.0,2
5032,R.T. Nagar,1200.0,2.0,45.0,2
5033,R.T. Nagar,1235.0,2.0,65.0,2
5034,R.T. Nagar,1140.0,3.0,130.0,3
5035,R.T. Nagar,970.0,2.0,55.0,2
5036,R.T. Nagar,1560.0,3.0,125.0,3
5037,R.T. Nagar,1200.0,2.0,60.0,2
5040,R.T. Nagar,1200.0,3.0,140.0,3
5041,R.T. Nagar,1100.0,3.0,125.0,2
5042,R.T. Nagar,1150.0,2.0,72.0,2
5043,R.T. Nagar,1500.0,4.0,185.0,4
5044,R.T. Nagar,3600.0,8.0,165.0,9
5045,R.T. Nagar,1080.0,2.0,48.0,2
5046,R.T. Nagar,1325.0,2.0,52.0,2
5048,R.T. Nagar,1300.0,3.0,145.0,3
5050,R.T. Nagar,1100.0,2.0,85.0,2
5051,R.T. Nagar,1667.0,3.0,130.0,3
5052,Rachenahalli,1050.0,2.0,52.07,2
5054,Rachenahalli,1050.0,2.0,55.5,2
5056,Rachenahalli,1050.0,2.0,53.5,2
5058,Rachenahalli,1220.0,2.0,59.5,2
5059,Rachenahalli,1050.0,2.0,52.5,2
5061,Rachenahalli,440.0,1.0,28.0,1
5063,Rachenahalli,1050.0,2.0,52.1,2
5064,Rachenahalli,440.0,1.0,28.0,1
5065,Rachenahalli,1113.0,2.0,55.0,2
5066,Rachenahalli,3657.0,5.0,220.0,4
5068,Rachenahalli,680.0,1.0,32.64,1
5069,Rachenahalli,412.5,1.0,19.8,1
5071,Rachenahalli,690.0,1.0,39.8,1
5072,Rachenahalli,1200.0,2.0,50.0,2
5073,Rachenahalli,1050.0,2.0,47.25,2
5074,Rachenahalli,1100.0,2.0,68.0,2
5075,Rachenahalli,985.0,2.0,49.97,2
5076,Rachenahalli,1050.0,2.0,52.08,2
5077,Rachenahalli,2710.0,3.0,170.0,3
5078,Rachenahalli,1856.0,3.0,106.0,3
5079,Rachenahalli,985.0,2.0,50.17,2
5080,Rachenahalli,2600.0,3.0,160.0,3
5081,Rachenahalli,1756.0,3.0,110.0,3
5084,Rachenahalli,1050.0,2.0,52.71,2
5087,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5088,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
5089,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5090,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5091,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5092,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
5093,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5094,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
5095,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5096,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5097,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
5098,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
5099,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
5100,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
5101,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
5102,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
5103,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
5104,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
5105,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
5106,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
5109,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
5110,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
5111,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
5112,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
5113,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
5114,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
5115,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
5117,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
5118,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
5119,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
5122,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5123,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
5125,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5126,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
5127,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5128,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5129,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
5131,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
5132,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5134,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
5135,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5136,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
5137,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
5138,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
5139,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5140,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
5141,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5142,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5143,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
5144,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5145,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
5146,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5147,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5148,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
5149,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
5150,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5151,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5153,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5154,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5155,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5156,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
5157,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
5158,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
5160,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
5162,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
5163,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
5164,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
5165,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
5166,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
5168,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
5169,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
5170,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
5172,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
5174,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5175,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
5176,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5177,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
5178,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
5179,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5182,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
5183,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
5184,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
5185,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
5187,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
5188,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
5189,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
5190,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
5192,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
5194,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
5195,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
5196,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5197,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
5198,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
5199,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
5200,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
5202,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
5203,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
5204,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
5205,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
5206,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
5207,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
5208,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
5209,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
5210,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
5211,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
5212,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
5213,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
5214,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
5215,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
5216,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
5217,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
5218,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
5219,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
5220,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
5222,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
5223,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
5224,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
5225,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
5226,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
5227,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
5228,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
5229,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
5230,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
5231,Rajaji Nagar,1640.0,3.0,229.0,3
5232,Rajaji Nagar,2390.0,3.0,415.0,3
5233,Rajaji Nagar,2390.0,3.0,410.0,3
5235,Rajaji Nagar,3516.0,4.0,540.0,4
5236,Rajaji Nagar,1640.0,3.0,223.0,3
5238,Rajaji Nagar,1800.0,4.0,324.0,6
5239,Rajaji Nagar,3526.0,4.0,558.0,4
5242,Rajaji Nagar,1800.0,3.0,260.0,3
5243,Rajaji Nagar,1640.0,3.0,241.0,3
5244,Rajaji Nagar,1370.0,2.0,170.0,2
5245,Rajaji Nagar,2409.0,3.0,360.0,3
5247,Rajaji Nagar,1718.0,3.0,288.0,2
5248,Rajaji Nagar,2386.0,3.0,334.0,3
5249,Rajaji Nagar,3436.0,6.0,500.0,4
5250,Rajaji Nagar,1200.0,2.0,150.0,2
5251,Rajaji Nagar,1160.0,1.0,163.0,2
5252,Rajaji Nagar,1222.0,2.0,112.0,2
5253,Rajaji Nagar,660.0,1.0,75.0,1
5254,Rajaji Nagar,1440.0,2.0,170.0,2
5255,Rajaji Nagar,2448.0,3.0,400.0,3
5256,Rajaji Nagar,1440.0,2.0,185.0,2
5257,Rajaji Nagar,1640.0,3.0,230.0,3
